,host_name,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,license,instant_bookable,first_review,last_review,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
844,Penny,2013-05-10,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Redland,Tiny home,Entire home/apt,1 bath,"[""Private patio or balcony"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Outdoor furniture"", ""Refrigerator"", ""HDTV with Amazon Prime Video, Netflix"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Cooking basics"", ""Free driveway parking on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Private entrance"", ""Dedicated workspace"", ""Self check-in"", ""Cleaning products"", ""Shared backyard \u2013 Fully fenced"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-05-22,2024-09-08,,,21.2,51.48046,-2.5,5.9,1.0,3.0,3.0,5.0,1125.0,4.6,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
845,Dave,2021-01-03,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Eastville,Entire condo,Entire home/apt,1.5 baths,"[""Kitchen"", ""Dryer"", ""Self check-in"", ""Washer"", ""TV"", ""Hangers"", ""Smart lock"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2021-05-09,2023-09-17,,,21.2,51.5,-2.54923,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
846,Dave,2021-01-03,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Eastville,Entire home,Entire home/apt,1 bath,"[""Iron"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Washer"", ""TV"", ""Hangers"", ""Smart lock"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2021-03-05,2024-09-12,,,21.2,51.5,-2.5479,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,27.0,3.7,,,,,,,,4.4
847,Mark And Corinne,2015-05-22,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Hotwells & Harbourside,Entire home,Entire home/apt,3.5 baths,"[""Oven"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Indoor fireplace"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""River view"", ""Blender"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Harbor view"", ""Carbon monoxide alarm"", ""City skyline view"", ""Private entrance"", ""Dedicated workspace"", ""Dryer"", ""Backyard"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Rice maker"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-08-29,2024-07-15,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,5.0,1125.0,5.0,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
848,Lily,2016-01-04,"London, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Free washer \u2013 In building"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""HDTV with Amazon Prime Video, Netflix, Chromecast"", ""Room-darkening shades"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bose sound system"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Gas stove"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Vo5 conditioner"", ""Refrigerator"", ""Drying rack for clothing"", ""Shower gel"", ""Patio or balcony"", ""Original Source body soap"", ""Smoke alarm"", ""Iron"", ""Private backyard"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Host greets you"", ""Carbon monoxide alarm"", ""Private entrance"", ""Vo5 shampoo"", ""Central heating"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Board games"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-04-10,2021-08-15,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
849,Sona,2016-08-03,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Hengrove & Whitchurch Park,Private room in home,Private room,1.5 baths,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Cleaning products"", ""Central air conditioning"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2022-03-20,2023-07-16,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
850,Tom,2015-11-24,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Bishopston & Ashley Down,Private room in tiny home,Private room,1.5 shared baths,"[""Kitchen"", ""Lock on bedroom door"", ""Smoking allowed"", ""Free parking on premises"", ""Hot tub"", ""Elevator"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Private entrance"", ""Hair dryer""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-05-31,2021-08-10,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
851,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Long term stays allowed"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Coffee"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-03-07,2024-08-26,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
852,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-03-06,2024-09-18,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
853,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-02-26,2024-08-26,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
854,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-03-03,2024-07-19,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
855,Shala,2013-11-03,"England, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,Entire guest suite,Entire home/apt,1 bath,"[""Hot water"", ""Portable heater"", ""Bed linens"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Mini fridge"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Bathtub"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-11-07,2024-09-07,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
856,Thomas,2015-05-31,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,Entire condo,Entire home/apt,1.5 baths,"[""TBC refrigerator"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Gas stove"", ""Clothing storage: closet and dresser"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""City skyline view"", ""Long term stays allowed"", ""Cleaning products"", ""TBC stainless steel single oven"", ""Hangers"", ""Various body soap"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Various conditioner"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-02-23,2023-12-23,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
857,Arek,2015-08-01,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,Brislington East,Private room in home,Private room,1 shared bath,"[""Iron"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Washer"", ""Cooking basics"", ""Hangers"", ""Children\u2019s books and toys"", ""Essentials"", ""Patio or balcony"", ""Shampoo"", ""Heating"", ""Hair dryer"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2023-04-27,2023-05-25,,,21.2,51.5,-2.54043,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
858,Travelnest,2019-11-20,No location,within an hour,f,Flean More,"['email', 'phone']",t,t,No specified,Frome Vale,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Stove"", ""Freezer"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Outdoor furniture"", ""Refrigerator"", ""TV"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Private entrance"", ""City skyline view"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2021-07-02,2024-04-28,,,21.2,51.48237,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
859,Juliet,2012-06-24,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Ashley,Private room in condo,Private room,1 shared bath,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Exterior security cameras on property"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Single level home"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Garden view"", ""Refrigerator"", ""TV"", ""Safe"", ""Indoor fireplace: wood-burning"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Iron"", ""Lock on bedroom door"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Host greets you"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 72 Mbps"", ""Private entrance"", ""Long term stays allowed"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-04-25,2022-11-06,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
860,Hannah,2021-03-16,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Avonmouth & Lawrence Weston,Tiny home,Entire home/apt,1 bath,"[""Oven"", ""TV with Netflix, Amazon Prime Video"", ""Stove"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Outdoor furniture"", ""Refrigerator"", ""Patio or balcony"", ""Smoke alarm"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Private entrance"", ""Dedicated workspace"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Pocket wifi""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-03-22,2024-08-25,,,21.2,51.49288,-2.5,5.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
861,Lucy,2018-09-08,No location,a few days or more,f,Not specified,"['email', 'phone']",t,f,No specified,Eastville,Entire condo,Entire home/apt,1 bath,"[""Iron"", ""Kitchen"", ""Cooking basics"", ""Refrigerator"", ""Washer"", ""TV"", ""Hangers"", ""Wifi"", ""Essentials"", ""Private entrance"", ""Dishes and silverware"", ""Heating"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2021-11-11,2023-09-24,,,21.2,51.5,-2.54845,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
862,James,2016-12-27,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,Windmill Hill,Private room in home,Private room,1 private bath,"[""Heating"", ""Iron"", ""Clothing storage"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Hot water kettle"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Bed linens"", ""City skyline view"", ""Hair dryer""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2022-05-11,2023-05-28,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
